molecule_id,molecular_weight,logP,num_hydrogen_bond_donors,num_hydrogen_bond_acceptors,topological_polar_surface_area,rotatable_bonds,aromatic_rings,bioactivity_score,toxicity_risk_level,drug_likeness,binding_affinity_kcal_mol,clinical_trial_phase_prediction
966,458.01,2.52,3,2,94.06,11,3,0.58,Medium,Yes,-6.43,Phase I
967,299.27,1.33,3,3,88.44,5,5,0.729,Medium,Yes,-8.66,Phase I
968,485.07,4.06,4,1,98.44,12,0,0.215,Medium,Yes,-10.54,Phase III
969,346.99,3.3,1,10,79.65,4,3,0.619,Medium,Yes,-7.33,Preclinical
970,242.69,1.84,1,8,96.81,9,3,0.007,Low,Yes,-6.8,Preclinical
971,359.61,3.7,0,1,72.24,9,4,0.716,Medium,No,-6.49,Preclinical
972,298.92,1.9,3,3,128.23,4,3,0.404,High,Yes,-9.03,Phase I
973,413.05,1.56,0,3,86.59,8,4,0.478,Medium,No,-8.41,Phase I
974,301.05,1.59,3,2,78.52,13,4,0.361,Medium,Yes,-9.16,Preclinical
975,316.54,0.37,0,5,62.25,4,2,0.49,Medium,Yes,-8.61,Phase III
976,208.28,3.07,3,10,98.06,12,5,0.564,Low,No,-8.68,Preclinical
977,316.08,0.3,0,3,95.61,9,0,0.689,Medium,No,-8.26,Phase III
978,168.21,1.03,3,3,101.65,5,4,0.825,High,Yes,-7.88,Phase III
979,231.21,0.01,5,8,59.18,10,3,0.512,Low,No,-7.33,Phase III
980,407.03,2.4,0,4,41.96,3,4,0.085,High,Yes,-8.77,Phase II
981,408.94,2.32,1,4,108.77,9,4,0.826,Low,No,-7.71,Preclinical
982,381.91,2.11,4,3,134.54,13,4,0.132,Low,Yes,-8.86,Phase II
983,277.48,1.25,5,11,59.21,13,1,0.394,High,No,-10.13,Preclinical
984,346.42,1.09,5,1,137.68,14,1,0.377,Medium,Yes,-6.69,Phase III
985,349.73,3.06,0,8,98.52,0,1,0.503,High,Yes,-8.49,Preclinical
986,263.12,1.84,4,1,89.79,3,1,0.184,High,No,-10.1,Preclinical
987,462.75,2.88,1,7,78.07,1,2,0.172,Low,Yes,-6.66,Phase III
988,415.8,1.44,5,5,48.46,9,4,0.495,Medium,Yes,-7.88,Preclinical
989,333.43,2.72,1,4,119.63,2,2,0.301,Low,Yes,-6.82,Preclinical
990,352.02,4.06,3,4,66.73,6,3,0.837,Low,No,-6.87,Phase I
991,365.63,3.2,4,8,66.61,6,5,0.362,Low,No,-9.14,Phase II
992,196.87,2.01,2,11,119.76,0,0,0.243,Medium,No,-6.1,Phase I
993,331.46,2.81,3,11,33.51,7,2,0.918,Medium,No,-10.25,Phase II
994,298.85,2.21,4,6,44.29,6,1,0.617,Medium,Yes,-8.1,Phase III
995,274.88,2.51,0,1,89.46,0,1,1.179,Medium,Yes,-8.2,Preclinical
996,328.92,2.11,0,10,98.8,7,3,0.019,Low,Yes,-8.66,Phase I
997,484.83,2.3,1,8,104.54,13,4,0.552,Medium,Yes,-5.66,Phase II
998,398.06,2.75,5,2,80.95,13,0,0.621,Low,Yes,-7.05,Phase I
999,307.16,1.31,2,6,165.91,1,2,0.507,Low,Yes,-9.61,Phase I
1000,392.94,1.28,0,9,83.16,7,4,0.409,Medium,Yes,-9.4,Preclinical
1001,454.95,0.83,4,1,83.08,2,4,0.811,Medium,No,-4.27,Preclinical
1002,419.35,0.58,5,6,66.09,9,5,0.617,High,Yes,-8.22,Preclinical
1003,354.47,1.04,5,8,93.72,6,5,0.078,Medium,No,-8.69,Preclinical
1004,301.48,2.69,4,10,108.45,12,2,0.283,Medium,No,-5.77,Preclinical
1005,402.37,1.43,5,2,126.11,5,2,0.209,Medium,No,-10.17,Phase I
1006,379.51,3.12,0,5,45.32,4,2,0.47,Low,No,-5.42,Preclinical
1007,417.14,2.54,4,6,82.62,14,2,0.737,Low,Yes,-8.7,Phase II
1008,397.64,0.14,4,5,103.4,10,1,0.405,Low,Yes,-6.73,Phase III
1009,428.72,3.29,1,3,107.61,9,4,0.437,Low,No,-8.22,Preclinical
1010,309.86,3.47,2,4,90.2,13,4,0.255,Low,Yes,-9.86,Phase I
1011,448.8,1.31,1,7,106.27,10,1,0.69,High,No,-7.23,Phase III
1012,364.82,3.0,2,4,65.73,1,4,0.808,Medium,Yes,-6.08,Phase I
1013,505.64,1.47,4,9,136.74,1,2,0.492,Medium,Yes,-11.02,Phase III
1014,298.31,2.62,5,11,119.78,12,0,0.895,Low,Yes,-9.23,Preclinical
1015,480.2,0.98,2,10,49.65,11,5,0.364,Low,No,-5.64,Phase III
1016,364.84,0.35,4,2,57.75,14,5,0.151,Low,No,-6.9,Phase I
1017,301.14,2.04,4,5,58.59,0,4,0.701,Medium,No,-6.8,Preclinical
1018,313.71,2.35,1,8,110.34,13,0,0.476,Low,No,-6.1,Phase III
1019,325.97,2.02,1,5,51.46,8,5,0.355,Medium,Yes,-6.8,Phase III
1020,381.81,1.08,5,10,80.07,10,0,0.519,Medium,Yes,-7.28,Preclinical
1021,389.21,2.02,3,8,103.64,7,1,0.104,Medium,No,-5.83,Phase III
1022,306.97,2.82,0,8,88.02,7,3,0.063,Low,Yes,-8.09,Preclinical
1023,348.17,2.45,3,9,97.77,0,4,0.523,Medium,Yes,-7.52,Phase II
1024,510.67,2.72,3,10,58.03,4,1,0.609,Medium,Yes,-6.26,Preclinical
1025,479.57,1.7,5,6,107.85,11,1,0.848,Medium,Yes,-8.65,Preclinical
1026,382.72,3.91,2,4,71.6,5,0,0.722,Low,No,-5.36,Phase II
1027,352.85,1.09,5,11,80.26,14,4,0.659,Low,Yes,-7.06,Preclinical
1028,359.0,3.09,5,3,97.13,1,1,0.818,Low,No,-9.22,Preclinical
1029,396.01,3.92,4,5,93.09,9,2,0.622,High,No,-7.79,Phase I
1030,273.29,3.08,4,6,90.72,14,1,0.414,Low,Yes,-9.58,Preclinical
1031,330.7,2.26,4,3,67.48,4,2,0.728,High,Yes,-7.37,Phase II
1032,224.86,1.87,0,2,81.01,5,3,0.719,Low,Yes,-8.07,Preclinical
1033,379.94,3.74,2,7,90.07,8,2,0.498,Low,No,-8.8,Phase II
1034,398.54,0.79,2,11,48.75,14,2,0.2,Medium,Yes,-10.17,Preclinical
1035,313.76,1.34,4,5,76.12,9,0,0.054,Low,Yes,-8.69,Preclinical
1036,468.05,2.02,3,9,101.63,0,1,0.711,High,No,-7.77,Preclinical
1037,258.07,3.99,0,3,51.68,12,3,0.62,Medium,Yes,-8.06,Phase I
1038,240.17,2.96,3,8,124.7,9,1,0.655,Medium,No,-9.63,Preclinical
1039,366.83,1.34,1,6,128.09,2,2,0.72,Medium,No,-7.47,Phase I
1040,428.53,2.13,2,4,52.65,11,5,0.275,Medium,Yes,-8.98,Preclinical
1041,476.29,1.76,2,9,130.73,8,2,0.031,High,Yes,-6.12,Phase III
1042,315.58,1.65,3,5,85.69,14,1,0.629,Low,Yes,-5.9,Preclinical
1043,430.9,3.67,0,10,102.56,13,3,0.799,Medium,No,-7.89,Phase II
1044,347.11,0.85,2,6,75.1,0,5,0.588,Medium,No,-5.14,Preclinical
1045,337.05,4.43,3,9,117.69,0,3,0.128,High,Yes,-7.71,Preclinical
1046,416.27,3.49,5,7,102.18,0,0,0.56,Medium,Yes,-9.45,Preclinical
1047,398.92,3.81,5,5,65.58,6,2,0.219,High,No,-5.72,Preclinical
1048,231.77,1.94,0,2,55.04,12,2,0.114,Medium,Yes,-5.08,Phase I
1049,460.74,2.32,3,4,46.19,4,0,0.498,Low,No,-6.01,Phase III
1050,453.51,0.78,5,2,95.64,5,1,0.541,Medium,Yes,-8.65,Preclinical
1051,303.08,1.87,0,3,107.17,12,2,0.475,Medium,Yes,-9.35,Phase I
1052,379.69,3.09,4,10,109.53,14,1,0.61,Medium,No,-8.03,Preclinical
1053,387.05,4.06,0,3,86.46,13,3,0.302,Low,Yes,-3.79,Preclinical
1054,369.55,1.17,1,4,55.29,7,5,0.521,Medium,Yes,-9.27,Preclinical
1055,308.73,2.06,4,6,69.54,13,5,0.379,Low,Yes,-6.27,Phase III
1056,299.63,2.32,3,3,124.57,12,5,0.437,High,Yes,-7.64,Preclinical
1057,348.08,0.83,4,10,75.46,1,4,0.567,Low,No,-6.08,Phase II
1058,437.95,3.21,4,1,94.3,12,0,0.765,Medium,Yes,-9.39,Preclinical
1059,390.77,1.63,3,1,57.73,1,5,0.573,Low,No,-7.87,Preclinical
1060,322.2,2.27,3,9,100.1,2,2,0.656,Low,No,-8.85,Phase I
1061,407.88,1.96,5,9,76.27,12,0,0.503,High,No,-8.76,Preclinical
1062,136.36,1.55,1,5,121.4,2,3,0.622,Low,No,-6.4,Preclinical
1063,436.16,2.49,3,9,113.21,12,3,0.758,Low,Yes,-9.18,Preclinical
1064,219.52,2.24,2,11,75.13,2,3,0.97,Low,No,-7.07,Preclinical
1065,322.82,2.05,2,7,86.2,3,3,0.803,Medium,Yes,-7.42,Phase II
1066,266.02,1.63,1,9,73.47,2,4,0.486,Medium,Yes,-8.93,Preclinical
1067,252.9,2.88,0,7,47.42,1,1,0.786,Low,Yes,-8.61,Phase II
1068,437.06,4.48,0,9,64.28,8,1,0.637,Medium,Yes,-7.0,Preclinical
1069,314.92,2.67,2,2,95.95,5,5,0.348,Low,Yes,-7.54,Phase III
1070,375.99,3.7,3,11,99.76,2,4,0.641,High,Yes,-7.44,Phase I
1071,346.48,0.83,1,11,94.46,8,1,0.218,Medium,Yes,-7.85,Preclinical
1072,385.78,2.69,0,8,80.95,14,3,0.641,High,Yes,-7.95,Phase III
1073,355.76,1.18,0,7,117.99,3,1,0.938,High,Yes,-7.53,Preclinical
1074,253.78,0.73,4,6,91.91,3,0,0.706,Low,No,-5.34,Phase I
1075,424.72,1.61,2,5,111.1,7,5,0.799,Low,Yes,-6.71,Phase I
1076,312.97,3.93,3,4,36.79,6,1,0.405,Medium,Yes,-7.7,Preclinical
1077,233.26,3.64,1,7,-27.67,14,0,0.62,Low,Yes,-9.12,Phase III
1078,317.89,2.79,0,3,98.51,6,2,0.675,Low,Yes,-8.13,Phase II
1079,462.56,0.66,4,8,47.26,9,0,0.424,Low,Yes,-8.88,Phase II
1080,413.77,2.26,2,2,83.63,6,0,0.671,Low,Yes,-8.69,Phase III
1081,323.85,2.86,2,1,80.94,9,3,0.614,Medium,Yes,-10.31,Phase I
1082,323.81,2.71,1,11,137.62,10,3,0.674,Low,Yes,-7.52,Preclinical
1083,325.88,0.29,0,2,102.0,4,5,0.242,Low,Yes,-4.4,Phase II
1084,505.76,1.43,1,9,94.98,14,3,0.819,Medium,No,-7.21,Preclinical
1085,378.65,2.42,1,5,115.11,6,0,0.613,Low,Yes,-6.41,Preclinical
1086,382.25,3.14,5,11,101.05,3,4,0.47,High,No,-6.06,Phase I
1087,427.27,-0.14,4,8,76.27,7,3,0.476,Low,No,-7.93,Phase III
1088,367.91,2.31,2,3,122.14,8,3,0.49,Medium,Yes,-7.83,Preclinical
1089,330.57,2.67,5,7,56.71,12,0,0.293,Low,No,-9.6,Phase II
1090,335.27,3.52,3,2,99.7,11,2,0.797,Low,No,-7.2,Phase I
1091,344.63,3.33,2,8,43.57,2,2,0.741,Low,No,-7.42,Preclinical
1092,347.21,3.2,2,7,96.12,6,1,0.758,Medium,Yes,-8.78,Phase II
1093,404.57,1.54,4,5,95.79,11,5,0.878,High,Yes,-5.78,Phase III
1094,353.9,0.21,3,11,140.29,9,2,0.547,Medium,Yes,-8.66,Preclinical
1095,404.95,2.03,0,4,43.05,8,3,0.086,Low,Yes,-3.23,Preclinical
1096,343.95,3.7,3,1,71.97,0,4,0.657,Low,No,-6.89,Preclinical
1097,355.9,4.17,0,5,114.68,1,1,0.648,Low,No,-7.53,Phase II
1098,200.13,3.35,3,9,100.06,6,5,0.888,Low,Yes,-4.59,Preclinical
1099,418.72,3.02,1,10,95.41,14,4,0.771,Low,No,-10.92,Preclinical
1100,375.99,2.96,3,4,61.32,12,4,0.533,High,No,-7.93,Phase II
1101,424.85,1.83,5,9,72.28,1,3,0.464,Medium,Yes,-8.15,Phase I
1102,132.78,2.34,5,2,127.35,6,0,0.751,Medium,Yes,-7.77,Preclinical
1103,506.63,4.5,4,4,88.45,0,0,-0.164,Medium,Yes,-7.16,Phase III
1104,339.53,1.37,0,9,101.26,14,0,0.56,Medium,No,-7.82,Phase III
1105,433.11,4.44,2,4,86.54,2,2,0.736,Low,No,-5.4,Phase III
1106,272.01,2.11,4,5,54.51,14,0,0.47,Medium,Yes,-6.85,Preclinical
1107,395.96,4.09,5,11,118.01,4,5,0.404,High,Yes,-6.77,Phase III
1108,270.99,0.81,5,8,105.1,13,3,0.574,Low,No,-6.81,Phase II
1109,303.22,3.2,0,1,159.17,11,2,0.837,Low,No,-9.43,Preclinical
1110,493.55,1.62,5,1,59.53,13,5,0.613,High,Yes,-7.2,Phase I
1111,335.7,0.8,5,9,114.68,10,0,0.331,Medium,Yes,-7.15,Preclinical
1112,366.31,2.76,0,9,50.65,5,5,0.804,Low,No,-9.19,Phase II
1113,415.26,3.71,5,4,94.72,14,4,0.853,Medium,Yes,-6.17,Phase II
1114,387.18,1.49,2,2,119.3,12,3,0.298,Low,Yes,-10.56,Phase II
1115,361.28,0.7,1,9,27.84,8,3,1.2,Low,No,-3.72,Preclinical
1116,377.37,2.39,4,4,83.85,8,5,0.5,Low,Yes,-7.56,Phase I
1117,530.26,2.4,2,6,73.1,2,1,0.737,Low,No,-8.78,Preclinical
1118,345.68,3.16,2,1,68.94,13,3,0.682,Medium,Yes,-6.57,Phase III
1119,365.08,3.64,1,9,101.56,7,4,0.325,Medium,Yes,-6.56,Phase II
1120,428.8,2.43,4,5,123.62,12,3,0.387,High,Yes,-4.43,Preclinical
1121,432.91,4.73,2,3,86.0,3,1,0.517,Low,Yes,-4.83,Preclinical
1122,439.03,2.77,5,4,96.16,6,3,0.032,Medium,Yes,-9.49,Phase II
1123,397.9,2.08,1,1,93.43,5,3,0.705,Low,No,-7.91,Phase I
1124,264.27,0.57,4,9,90.05,7,1,0.026,Low,Yes,-8.86,Phase II
1125,472.51,2.18,3,8,57.32,5,3,0.504,High,No,-6.39,Preclinical
1126,264.02,2.1,0,4,123.25,3,5,0.332,Low,Yes,-5.38,Phase II
1127,372.7,3.65,5,2,98.86,1,2,0.645,Low,Yes,-9.47,Preclinical
1128,293.43,3.05,1,9,101.85,6,5,-0.051,Low,Yes,-7.59,Phase I
1129,345.19,1.08,0,4,65.8,10,3,0.084,Low,No,-8.45,Phase III
1130,374.66,2.71,3,9,76.22,14,0,0.351,Medium,Yes,-6.23,Phase I
1131,374.1,3.31,2,10,84.72,12,0,0.63,High,Yes,-6.89,Preclinical
1132,381.64,4.33,2,3,43.98,10,2,0.555,Medium,No,-5.74,Phase III
1133,471.03,3.57,4,7,39.36,3,3,0.763,High,Yes,-8.13,Preclinical
1134,384.02,3.41,1,7,71.98,12,4,0.527,Medium,Yes,-7.67,Phase II
1135,331.69,2.57,1,10,105.68,8,3,0.496,High,Yes,-6.91,Phase I
1136,422.31,2.97,4,4,70.41,8,0,0.232,Low,Yes,-7.91,Preclinical
1137,439.21,4.0,0,2,59.44,6,1,0.444,High,Yes,-7.05,Preclinical
1138,257.93,0.9,2,11,65.56,4,2,0.495,Low,No,-5.59,Preclinical
1139,394.81,2.08,2,9,76.34,2,1,-0.014,High,No,-4.3,Phase III
1140,402.59,1.57,1,4,79.38,2,4,0.277,Low,No,-8.23,Phase III
1141,327.68,2.95,1,8,154.97,8,3,0.616,Medium,Yes,-4.28,Phase I
1142,453.18,3.98,4,2,121.64,8,4,0.545,Medium,No,-8.25,Preclinical
1143,338.75,1.78,3,8,120.74,11,1,0.437,High,Yes,-6.2,Phase III
1144,359.42,-0.37,0,11,125.06,12,3,0.348,Medium,Yes,-8.24,Phase I
1145,337.02,2.01,5,10,60.04,10,5,0.064,Low,Yes,-9.04,Phase I
1146,351.17,3.6,3,5,53.33,3,5,-0.044,Medium,No,-5.67,Phase I
1147,267.78,3.15,3,7,56.79,10,4,0.423,Low,Yes,-7.57,Preclinical
1148,242.0,3.01,1,7,130.04,0,5,0.872,Low,Yes,-5.57,Phase I
1149,469.59,2.16,1,9,73.58,12,5,0.509,Low,No,-6.37,Phase I
1150,286.48,0.97,1,3,52.46,9,0,0.755,Low,Yes,-6.88,Phase I
1151,275.65,3.12,3,10,77.07,4,5,0.206,Medium,Yes,-6.67,Phase III
1152,188.5,1.5,0,4,82.84,13,0,0.571,High,Yes,-5.87,Preclinical
1153,302.08,5.12,1,10,98.05,7,2,0.324,High,No,-6.11,Phase I
1154,250.77,3.18,2,4,97.53,9,0,0.314,Low,Yes,-8.11,Preclinical
1155,473.15,1.8,0,10,65.15,14,0,0.686,Low,Yes,-6.87,Phase II
1156,425.74,1.77,2,5,110.57,14,1,0.47,Low,No,-5.25,Preclinical
1157,298.39,2.39,0,6,70.82,3,0,0.154,Low,Yes,-7.43,Preclinical
1158,518.93,2.21,1,3,85.31,9,0,0.525,Low,Yes,-8.24,Phase II
1159,423.63,3.84,5,4,110.6,9,1,0.321,Low,No,-8.43,Preclinical
1160,325.64,2.72,4,3,70.75,3,0,0.139,Medium,Yes,-6.23,Phase I
1161,162.54,1.62,1,2,72.92,12,5,0.251,Medium,Yes,-7.86,Phase III
1162,521.82,4.77,3,10,107.75,11,0,1.011,Medium,Yes,-6.96,Phase I
1163,245.78,2.56,5,9,64.27,13,2,0.803,Low,Yes,-7.93,Preclinical
1164,226.6,3.42,3,1,78.46,8,0,-0.004,Medium,No,-5.74,Preclinical
1165,426.69,1.77,0,2,106.67,14,0,0.453,Medium,Yes,-7.27,Phase II
1166,532.98,2.94,3,8,151.62,8,2,0.471,Low,Yes,-5.36,Preclinical
1167,453.82,2.87,5,7,108.16,6,1,0.433,Low,No,-5.41,Phase II
1168,392.29,0.23,5,1,104.18,9,5,0.334,Low,Yes,-7.63,Phase II
1169,394.61,4.92,1,5,105.92,7,0,0.687,Low,Yes,-5.5,Phase I
1170,414.01,4.05,2,10,57.8,11,5,0.736,Low,Yes,-8.01,Phase II
1171,406.92,2.02,1,6,93.47,11,4,0.762,Low,Yes,-7.1,Preclinical
1172,371.09,1.18,0,5,89.11,3,5,0.583,Low,Yes,-8.67,Phase I
1173,357.82,2.92,3,4,99.65,7,1,0.652,Low,Yes,-6.61,Phase II
1174,345.31,2.6,2,1,93.5,13,1,0.414,Medium,Yes,-7.05,Preclinical
1175,293.45,2.93,4,7,101.39,5,0,0.106,Low,No,-6.73,Preclinical
1176,328.95,2.73,5,9,80.66,12,2,0.099,Medium,No,-9.54,Phase II
1177,223.03,3.11,2,6,91.76,2,1,0.287,Low,Yes,-10.48,Phase II
1178,342.62,4.24,2,3,53.17,6,2,0.45,Low,Yes,-9.2,Phase I
1179,275.86,3.18,1,10,80.4,2,4,0.179,High,Yes,-6.75,Phase II
1180,267.23,1.24,4,4,131.73,10,2,0.218,Medium,Yes,-6.49,Phase I
1181,363.49,4.14,5,10,99.56,6,3,0.405,Low,No,-5.81,Phase III
1182,454.4,4.47,0,5,89.37,4,2,0.716,Medium,No,-8.11,Phase II
1183,418.87,6.28,0,1,146.88,3,1,0.584,Medium,Yes,-7.19,Preclinical
1184,232.21,1.15,2,5,49.17,2,2,0.284,Low,Yes,-8.55,Preclinical
1185,275.78,2.79,2,1,56.72,7,2,0.512,Low,Yes,-5.45,Phase II
1186,420.56,0.0,3,9,141.38,3,3,0.168,High,Yes,-8.56,Phase III
1187,276.31,3.16,4,7,91.38,7,3,0.284,Low,No,-5.73,Preclinical
1188,333.15,1.84,5,3,82.72,9,0,0.086,Low,No,-7.88,Phase I
1189,391.25,4.81,2,9,54.02,2,1,0.607,Low,Yes,-5.14,Preclinical
1190,277.37,1.57,3,2,103.43,9,0,0.429,Medium,Yes,-7.23,Preclinical
1191,357.9,0.47,4,7,106.33,12,3,0.461,High,Yes,-7.26,Phase II
1192,249.95,1.93,5,9,57.17,8,2,0.701,Medium,No,-8.63,Preclinical
1193,304.9,0.13,0,6,85.79,5,3,0.251,Medium,No,-4.25,Phase II
1194,373.98,3.4,3,10,79.93,14,4,0.617,High,Yes,-6.01,Phase III
1195,230.53,0.02,4,5,97.68,4,2,0.996,Medium,No,-6.73,Phase III
1196,383.04,2.53,3,7,56.42,4,0,0.254,Medium,Yes,-7.14,Preclinical
1197,348.53,0.01,2,6,127.56,12,2,0.109,High,Yes,-8.49,Phase II
1198,391.44,2.12,1,5,117.47,2,4,0.186,Low,No,-6.49,Phase III
1199,366.79,4.47,0,2,79.1,1,3,0.597,Medium,Yes,-7.6,Preclinical
1200,452.31,2.93,2,8,83.51,5,1,0.937,Medium,No,-7.41,Phase I
1201,359.39,1.46,2,7,85.91,10,5,0.926,High,Yes,-6.16,Phase III
1202,317.79,2.46,4,6,66.65,0,1,0.711,High,Yes,-7.07,Preclinical
1203,359.17,2.52,3,5,76.7,14,1,0.72,Medium,Yes,-7.47,Phase III
1204,390.75,3.07,0,5,81.89,14,3,0.616,High,Yes,-5.35,Phase I
1205,353.66,0.86,2,9,138.39,13,1,0.681,Medium,Yes,-8.73,Preclinical
1206,353.04,3.21,4,1,118.4,6,4,0.576,Low,Yes,-9.98,Phase I
1207,297.35,-0.75,0,9,118.04,14,3,0.3,Low,Yes,-8.69,Preclinical
1208,300.28,1.74,3,6,101.1,4,1,0.928,Medium,Yes,-7.27,Preclinical
1209,244.8,1.91,2,4,56.48,3,5,0.834,Low,No,-6.46,Phase I
1210,481.22,3.26,5,10,88.76,8,0,0.306,Low,Yes,-8.62,Phase I
1211,256.71,2.53,2,7,119.11,9,3,0.662,Low,No,-1.97,Phase I
1212,298.03,0.81,2,9,52.25,0,3,0.865,High,Yes,-7.23,Preclinical
1213,296.12,1.32,0,5,109.1,10,2,0.605,Low,Yes,-7.27,Phase II
1214,417.12,2.74,0,5,159.68,14,1,0.449,High,Yes,-9.43,Phase I
1215,327.88,2.41,0,8,121.85,3,0,0.857,High,Yes,-9.66,Phase II
1216,443.58,1.81,0,7,132.42,2,5,0.564,Low,Yes,-10.17,Phase II
1217,299.49,1.92,4,8,96.55,5,4,0.343,Low,Yes,-5.44,Preclinical
1218,370.92,3.34,1,11,119.04,4,3,0.212,Medium,Yes,-5.68,Preclinical
1219,287.35,1.88,4,10,68.46,6,4,-0.233,Medium,No,-7.5,Phase III
1220,510.89,2.39,2,2,113.88,12,4,0.993,Low,Yes,-9.32,Phase II
1221,260.93,5.1,4,9,109.63,0,4,0.291,Low,No,-7.92,Preclinical
1222,373.24,0.79,3,3,98.7,12,2,0.741,Low,Yes,-5.37,Phase II
1223,397.53,0.28,5,6,129.48,4,4,0.27,Low,No,-8.26,Preclinical
1224,381.03,3.44,0,6,73.84,13,1,0.542,Low,Yes,-8.85,Preclinical
1225,336.1,1.69,3,2,84.39,1,1,0.612,Low,No,-8.07,Phase I
1226,340.26,2.12,5,7,92.86,1,0,0.19,Medium,Yes,-7.94,Preclinical
1227,353.29,1.56,3,9,59.11,10,0,0.739,High,Yes,-6.39,Phase III
1228,338.97,2.19,2,10,96.81,14,5,0.45,Medium,Yes,-10.81,Phase III
1229,422.29,4.42,0,11,38.43,10,4,0.638,High,Yes,-7.25,Phase I
1230,515.79,3.46,3,1,121.41,1,4,0.864,Medium,No,-8.55,Preclinical
1231,308.19,3.53,2,8,91.4,8,2,0.685,Medium,No,-8.3,Preclinical
1232,247.26,0.8,0,2,74.37,9,4,0.476,Low,No,-6.37,Preclinical
1233,343.38,1.12,1,1,64.97,2,4,0.986,Low,Yes,-9.45,Phase I
1234,543.48,-0.91,2,8,82.96,3,4,0.489,Medium,No,-7.23,Preclinical
1235,289.72,1.53,4,2,110.65,14,3,0.523,High,Yes,-6.78,Phase I
1236,472.93,3.65,0,6,106.43,4,3,0.459,Low,Yes,-6.63,Phase I
1237,475.83,3.12,3,6,68.83,13,2,0.194,Low,No,-6.44,Phase III
1238,308.48,2.23,5,5,64.62,3,2,0.166,Medium,Yes,-6.64,Phase III
1239,392.67,2.47,3,8,109.71,3,1,0.361,Low,Yes,-6.42,Phase I
1240,472.13,1.67,4,3,68.33,4,2,0.247,Low,Yes,-8.82,Phase I
1241,321.57,2.75,4,10,91.8,9,5,0.431,Medium,Yes,-5.45,Preclinical
1242,334.73,3.42,3,4,93.71,14,1,0.707,Medium,Yes,-9.28,Preclinical
1243,306.37,0.56,5,7,99.36,8,4,0.398,Medium,Yes,-6.94,Phase III
1244,273.89,2.86,0,7,115.75,11,2,0.555,High,No,-8.52,Phase II
1245,301.3,3.62,2,8,52.11,8,5,0.374,Medium,No,-10.08,Preclinical
1246,258.2,2.0,4,2,32.67,13,2,1.136,Medium,No,-8.36,Phase I
1247,352.56,3.34,4,11,72.98,13,2,0.877,Low,Yes,-7.68,Phase III
1248,292.25,5.88,4,2,144.05,5,1,0.438,Low,No,-5.42,Preclinical
1249,367.53,2.37,5,4,150.67,10,1,0.568,Medium,No,-4.77,Preclinical
1250,233.31,2.97,1,10,144.94,11,0,0.165,Low,Yes,-7.69,Phase III
1251,374.82,1.61,5,9,84.21,13,1,0.446,Low,Yes,-9.58,Phase I
1252,412.51,2.72,0,10,36.54,2,1,0.35,Low,Yes,-9.46,Phase I
1253,200.47,3.05,0,9,19.71,5,3,0.686,Low,Yes,-6.34,Preclinical
1254,378.05,2.73,0,4,71.58,9,2,0.267,Low,Yes,-6.44,Phase III
1255,442.08,1.28,0,9,84.06,3,1,0.914,Medium,Yes,-8.41,Phase II
1256,259.28,2.75,0,3,129.02,2,2,0.484,Low,Yes,-9.26,Phase I
1257,475.44,4.25,3,5,116.03,5,2,0.283,Low,Yes,-6.01,Preclinical
1258,381.43,3.04,4,10,96.82,14,3,0.508,Medium,Yes,-9.34,Phase I
1259,297.12,3.65,5,9,63.3,10,2,0.684,High,No,-8.17,Preclinical
1260,345.82,2.22,3,6,61.18,5,5,0.63,Low,No,-6.79,Preclinical
1261,391.87,3.4,5,3,97.62,1,1,0.539,Medium,Yes,-10.5,Preclinical
1262,355.7,2.84,1,10,110.91,8,2,0.719,Medium,Yes,-6.07,Preclinical
1263,390.41,1.36,2,9,101.76,7,0,0.704,Medium,Yes,-3.93,Phase III
1264,280.95,2.88,4,6,58.96,5,0,0.705,Low,Yes,-7.33,Preclinical
1265,362.7,1.31,1,4,109.52,0,3,0.431,High,Yes,-7.55,Phase I
1266,243.97,1.74,3,4,102.78,11,5,0.429,Medium,No,-7.43,Preclinical
1267,341.66,2.73,2,8,57.88,1,1,0.448,Medium,Yes,-7.16,Phase II
1268,282.21,2.86,1,7,66.47,14,3,0.376,Low,No,-8.59,Preclinical
1269,294.84,1.07,5,1,110.65,3,0,0.526,Medium,No,-9.19,Phase I
1270,442.71,3.76,2,6,82.96,6,5,0.499,Medium,Yes,-8.03,Phase II
1271,431.85,3.19,5,8,137.67,8,1,0.914,Low,Yes,-7.27,Phase III
1272,395.69,1.65,1,3,105.03,9,2,0.374,Low,Yes,-9.0,Phase II
1273,268.08,0.65,3,9,75.4,4,1,0.253,Medium,Yes,-9.52,Preclinical
1274,326.27,2.33,5,10,89.69,9,4,0.661,Low,Yes,-8.16,Preclinical
1275,440.98,1.96,2,2,91.9,1,1,0.518,Medium,No,-9.5,Phase II
1276,360.63,2.64,1,6,68.15,14,2,0.328,Low,No,-6.49,Preclinical
1277,523.95,2.06,5,1,62.62,12,4,0.696,Low,No,-12.66,Phase I
1278,379.5,0.09,3,11,111.04,10,5,0.43,Medium,Yes,-9.25,Phase III
1279,364.4,2.03,4,2,115.36,10,3,0.881,Low,Yes,-5.38,Phase II
1280,326.82,2.13,3,5,108.11,10,5,0.262,High,Yes,-7.83,Phase II
1281,360.02,3.26,3,1,135.46,0,1,0.355,High,Yes,-7.22,Phase III
